Record ID,Store Name,Store Street Address,Additional Address,City,State,Zip Code,Zip4,County,Store Type,Latitude,Longitude,Incentive Program,Grantee Name
1073391,Food Bag Citgo Quik Mart 527,1259 Burnside Ave,,East Hartford,CT,6108,1512,HARTFORD,Convenience Store,41.783482,-72.583801,,
1586983,Gulf,611 Main St,,East Hartford,CT,6108,3305,HARTFORD,Convenience Store,41.761913,-72.646095,,
983393,Homestead Dairy,1441 Forbes St,,East Hartford,CT,6118,3300,HARTFORD,Convenience Store,41.732929,-72.604675,,
1473116,Key Food Fresh NO,950 Main St,,East Hartford,CT,6108,2237,HARTFORD,Supermarket,41.770462,-72.642555,,
789241,KRAUSZERS,468 Main St,,East Hartford,CT,6118,1406,HARTFORD,Convenience Store,41.754875,-72.642067,,
1411327,Mamas,488 Park Ave,Ste 4,East Hartford,CT,6108,1861,HARTFORD,Grocery Store,41.783318,-72.614639,,
835460,Moody LLC,194 Main St,,East Hartford,CT,6118,3602,HARTFORD,Convenience Store,41.736607,-72.629051,,
1392096,Ny Miro Mart,1515 Main St,,East Hartford,CT,6108,1621,HARTFORD,Convenience Store,41.778538,-72.637245,,
1529877,Road Runners,379 Ellington Rd,,East Hartford,CT,6108,1141,HARTFORD,Convenience Store,41.798138,-72.618904,,
950546,ShopRite Of East Hartford 340,31 Main St,,East Hartford,CT,6118,3209,HARTFORD,Super Store,41.729404,-72.618835,,
1522640,Sm Discount Mart,442 Burnside Ave,,East Hartford,CT,6108,2409,HARTFORD,Convenience Store,41.778316,-72.620987,,
1040722,Star Supermarket And Deli LLC,583 Burnside Ave,,East Hartford,CT,6108,3537,HARTFORD,Grocery Store,41.778358,-72.614494,,
1522067,Swadesi,1250 Burnside Ave,,East Hartford,CT,6108,1591,HARTFORD,Grocery Store,41.783913,-72.584106,,
1114160,Tim's Market LLC,123 School St,,East Hartford,CT,6108,1833,HARTFORD,Convenience Store,41.783157,-72.612686,,
968064,Walgreens 07566,922 Silver Ln,,East Hartford,CT,6118,1285,HARTFORD,Other,41.765301,-72.603432,,
398679,WALGREENS 09784,20 Connecticut Blvd,,East Hartford,CT,6108,3007,HARTFORD,Other,41.769501,-72.644844,,
1428395,Hartland Hollow Llc,54 Walnut Hill Rd,,East Hartland,CT,6027,1321,HARTFORD,Farmers and Markets,41.997871,-72.911362,,
806902,Alex Grocery,418 Main St,,East Haven,CT,6512,2838,NEW HAVEN,Convenience Store,41.281731,-72.877434,,
1288091,Big Lots 4671,78 Frontage Rd,,East Haven,CT,6512,2103,NEW HAVEN,Other,41.286133,-72.879784,,
1462273,Corner Stop Deli and Convenience Store,82 Hemingway Ave,,East Haven,CT,6512,3406,NEW HAVEN,Convenience Store,41.269619,-72.872284,,
278450,CVS PHARMACY  1968,369 Main St,,East Haven,CT,6512,2835,NEW HAVEN,Other,41.279877,-72.87545,,
905476,CVS Pharmacy 857,660 Foxon Rd,,East Haven,CT,6513,1863,NEW HAVEN,Other,41.321854,-72.851303,,
966729,Deli Mart,34 Gerrish Ave,,East Haven,CT,6512,3230,NEW HAVEN,Convenience Store,41.278397,-72.881004,,
1180205,Dollar General 16088,650 Coe Ave,,East Haven,CT,6512,3847,NEW HAVEN,Other,41.265366,-72.872856,,
1097882,Dollar Tree 5246,32 Frontage Rd,,East Haven,CT,6512,2106,NEW HAVEN,Other,41.285789,-72.878632,,
1444319,East Haven Farmers Market,100 River St,,East Haven,CT,6512,2518,NEW HAVEN,Farmers and Markets,41.275074,-72.868431,,
1112851,East Haven Markets LLC/Shoprite Of East Haven,745 Foxon Rd,,East Haven,CT,6513,1873,NEW HAVEN,Super Store,41.323444,-72.854599,,
906448,Family Dollar Store 7089,684 Foxon Rd,,East Haven,CT,6513,1863,NEW HAVEN,Other,41.321926,-72.85231,,
1531546,Jay Shree Ganesh Inc,84 Coe Ave,,East Haven,CT,6512,4716,NEW HAVEN,Convenience Store,41.24881,-72.871185,,
550164,Kraszer's Food Store 636,640 Foxon Rd,,East Haven,CT,6513,1831,NEW HAVEN,Convenience Store,41.321835,-72.850441,,
1604880,Millennium Mini-mart,9 Foxon Blvd,,East Haven,CT,6513,2609,NEW HAVEN,Convenience Store,41.321003,-72.862503,,
1057602,My Country Store LLC,677 Main St,,East Haven,CT,6512,2032,NEW HAVEN,Convenience Store,41.285313,-72.887047,,
1034543,Ocean State Job Lot 319,713 Foxon Rd,,East Haven,CT,6513,1873,NEW HAVEN,Other,41.322151,-72.855354,,
783960,RITE AID 3264,10 Hemingway Ave,,East Haven,CT,6512,3404,NEW HAVEN,Other,41.266815,-72.872566,,
908813,Stop & Go Convenience Store,526 Main St,,East Haven,CT,6512,2723,NEW HAVEN,Convenience Store,41.283207,-72.881035,,
321152,Stop & Shop 692,370 Hemingway Ave,,East Haven,CT,6512,2317,NEW HAVEN,Supermarket,41.277988,-72.867393,,
1589427,Sunoco,80 Frontage Rd,,East Haven,CT,6512,2103,NEW HAVEN,Convenience Store,41.286003,-72.880203,,
1102732,T-asian Market 0,692 Foxon Rd,,East Haven,CT,6513,1863,NEW HAVEN,Other,41.321949,-72.852646,,
554154,T&J Supermarket Inc,875 N High St,,East Haven,CT,6512,1029,NEW HAVEN,Super Store,41.304169,-72.854218,,
919667,Walgreens 12120,157 Main St,,East Haven,CT,6512,2525,NEW HAVEN,Other,41.276283,-72.867599,,
401405,Walmart SUPERCENTER 5439,315 Foxon Rd,,East Haven,CT,6513,2017,NEW HAVEN,Super Store,41.324589,-72.836159,,
1383868,Costco Wholesale 1372,284 Flanders Rd,,East Lyme,CT,6333,1710,NEW LONDON,Super Store,41.359489,-72.212654,,
956474,CVS Pharmacy 4473,15 Chesterfield Rd,Ste 1,East Lyme,CT,6333,1737,NEW LONDON,Other,41.366951,-72.209877,,
1417582,Dollar General 21845,144 Boston Post Rd,,East Lyme,CT,6333,1606,NEW LONDON,Other,41.365589,-72.213303,,
1206981,Intercontinental Holding Company/Tri Town Foods 594,15 Chesterfield Road,,East Lyme,CT,6333,,NEW LONDON,Supermarket,41.366554,-72.20974,,
534227,Stop & Shop 665,248 Flanders Rd,,East Lyme,CT,6333,,NEW LONDON,Supermarket,41.361164,-72.209778,,
933400,Walgreens 17893,340 Flanders Rd,,East Lyme,CT,6333,1710,NEW LONDON,Other,41.365841,-72.209503,,
949775,Stop & Shop 2604,931 Torringford St,,East Torrington,CT,6790,3541,LITCHFIELD,Supermarket,41.818836,-73.081596,,
893830,7-Eleven Store 32946B 32946B,183 S Main St,,East Windsor,CT,6088,9702,HARTFORD,Convenience Store,41.885101,-72.607376,,
1443209,Allard Family Farm,83 Stoughton Rd,,East Windsor,CT,6088,9757,HARTFORD,Farmers and Markets,41.888966,-72.591263,,
1309858,Asia Market,44 S Main St,Ste 10,East Windsor,CT,6088,1702,HARTFORD,Grocery Store,41.905773,-72.61335,,
559999,Big Y Supermarkets 60,67 Prospect Hill Rd,,East Windsor,CT,6088,3605,HARTFORD,Super Store,41.921261,-72.607689,,
1454637,Cumberland Farms 4783,9 South Main St,,East Windsor,CT,6088,,HARTFORD,Convenience Store,41.911743,-72.612808,,
1233943,East Windsor Noble,78 North Rd,,East Windsor,CT,6088,9678,HARTFORD,Convenience Store,41.93214,-72.594116,,
474275,Geisslers Supermarket,100 Bridge St,,East Windsor,CT,6088,9585,HARTFORD,Super Store,41.929543,-72.61657,,
319744,HARKEN'S MARKET,287 S Main St,,East Windsor,CT,6088,9746,HARTFORD,Grocery Store,41.871258,-72.60714,,
1494087,Krafted Kitchen,122 Prospect Hill Road,,East Windsor,CT,6088,,HARTFORD,Convenience Store,41.929474,-72.605232,,
1598595,Krauszer's Food Store,44 S Main St,Ste 1,East Windsor,CT,6088,1702,HARTFORD,Convenience Store,41.905434,-72.616211,,
1371830,Mash Mart (Farm Town Gas),148 North Rd,,East Windsor,CT,6088,9502,HARTFORD,Convenience Store,41.935539,-72.578941,,
1309105,Tasneem Gas Llc,168 Bridge St,,East Windsor,CT,6088,9548,HARTFORD,Convenience Store,41.930439,-72.606766,,
320076,Walmart SuperCenter 2282,44 Prospect Hill Rd,,East Windsor,CT,6088,9501,HARTFORD,Super Store,41.918957,-72.609528,,
1521474,Big Y Express 115,140 West Rd,,Ellington,CT,6029,5710,TOLLAND,Convenience Store,41.888775,-72.464859,,
795791,Big Y World Class Market 73,135 West Rd,,Ellington,CT,6029,3719,TOLLAND,Super Store,41.886482,-72.463974,,
962451,Cumberland Farms Inc 4681,5 Wapping Wood Rd,,Ellington,CT,6029,4007,TOLLAND,Convenience Store,41.867191,-72.493309,,
868751,Dollar Tree 3909,42 Windsor Ave,Ste B,Ellington,CT,6029,,TOLLAND,Other,41.873108,-72.49794,,
1089161,Ellington Farmers Market,31 Arbor Way,,Ellington,CT,6029,3354,TOLLAND,Farmers and Markets,41.90358,-72.464439,,
749685,Fas Mart 309,1 Main St,,Ellington,CT,6029,3317,TOLLAND,Convenience Store,41.900578,-72.459404,,
1528535,The Roadrunners Ellington 959-529-47,83 West Rd,,Ellington,CT,6029,4201,TOLLAND,Convenience Store,41.877804,-72.463348,,
1196162,7-Eleven 15810B,202 Elm St,,Enfield,CT,6082,3116,HARTFORD,Convenience Store,42.000565,-72.566948,,
969384,ALDI 73044,25 Hazard Ave,,Enfield,CT,6082,3725,HARTFORD,Supermarket,41.991482,-72.580605,,
1533850,Alicja Deli,786 Enfield St,Ste 1,Enfield,CT,6082,2975,HARTFORD,Grocery Store,42.001633,-72.594208,,
1530371,Al Sham Market,604 Enfield St,,Enfield,CT,6082,2409,HARTFORD,Grocery Store,42.006462,-72.594101,,
1313596,Amg Retail I Llc 549,559 Hazard Ave,,Enfield,CT,6082,4234,HARTFORD,Convenience Store,41.985226,-72.513466,,
1556435,Big Y Express 136,241 Hazard Ave,,Enfield,CT,6082,4647,HARTFORD,Convenience Store,41.987492,-72.544556,,
545060,Big Y Supermarkets 48,65 Palomba Dr,,Enfield,CT,6082,3801,HARTFORD,Super Store,41.991093,-72.571732,,
336111,CARONNA'S MARKET INC,25 Pearl St,,Enfield,CT,6082,3501,HARTFORD,Grocery Store,41.997883,-72.599831,,
923794,Costco Wholesale 0780,75 Freshwater Blvd,,Enfield,CT,6082,3854,HARTFORD,Super Store,41.992359,-72.576668,,
408044,CVS PHARMACY  1098,47 Hazard Ave,,Enfield,CT,6082,3813,HARTFORD,Other,41.989731,-72.576805,,
430272,CVS PHARMACY  750,875 Enfield St,,Enfield,CT,6082,3617,HARTFORD,Other,41.998219,-72.594337,,
1141554,Dollar General 15366,481 Enfield St,,Enfield,CT,6082,2426,HARTFORD,Other,42.011284,-72.591972,,
1605622,Dollar General 25001,161 Raffia Rd,,Enfield,CT,6082,5679,HARTFORD,Other,41.956028,-72.564842,,
780234,DOLLAR TREE 1076,136 Elm St,Ste 1,Enfield,CT,6082,3825,HARTFORD,Other,41.998192,-72.577278,,
1263392,Elm Street Mobil,100 Elm St,,Enfield,CT,6082,3732,HARTFORD,Convenience Store,41.997982,-72.581627,,
1257500,Enfield Food Mart,935 Enfield St,,Enfield,CT,6082,3663,HARTFORD,Convenience Store,41.996326,-72.594414,,
1462678,Enfield Produce And Deli,565 Enfield St,,Enfield,CT,6082,2407,HARTFORD,Grocery Store,42.00853,-72.592636,,
1022486,Family Dollar 8924,585 Hazard Ave,Ste 1,Enfield,CT,6082,4241,HARTFORD,Other,41.985607,-72.511101,,
1194282,King Eddie LLC,1594 King St,,Enfield,CT,6082,5844,HARTFORD,Convenience Store,41.952068,-72.601364,,
1544164,Las Catrinas Mexican Grocery,95 High St,Ste 5,Enfield,CT,6082,3515,HARTFORD,Grocery Store,41.997414,-72.597908,,
1466697,Lil' Buddy's Mini Mart,284 N Maple St,Ste 3,Enfield,CT,6082,2362,HARTFORD,Convenience Store,42.021694,-72.540504,,
1520324,Moose Mart,56 Enfield St,,Enfield,CT,6082,1910,HARTFORD,Convenience Store,42.023247,-72.585869,,
1521658,Ocean State Job Lot 336,95 Elm St,,Enfield,CT,6082,3772,HARTFORD,Other,41.999519,-72.583138,,
1212463,Omi Oriental Grocery,786 Enfield St,Ste 4,Enfield,CT,6082,2975,HARTFORD,Grocery Store,42.001434,-72.593613,,
1249856,One Stop Enfield,126 South Rd,,Enfield,CT,6082,4430,HARTFORD,Convenience Store,41.976959,-72.569054,,
1464033,Rivas Meat Market 2 Llc,786 Enfield St,Ste 3,Enfield,CT,6082,2975,HARTFORD,Grocery Store,42.001633,-72.594208,,
1589672,Sam's Food Stores,240 Brainard Rd,,Enfield,CT,6082,2661,HARTFORD,Convenience Store,42.022804,-72.560379,,
1429922,Shoprite Of Enfield 319,40 Hazard Ave,,Enfield,CT,6082,3713,HARTFORD,Super Store,41.989677,-72.578293,,
1293585,Smoke N Munch,397 Enfield St,,Enfield,CT,6082,1920,HARTFORD,Convenience Store,42.013996,-72.593048,,
1424338,Stevie's Little Store,1436 Enfield St,,Enfield,CT,6082,5545,HARTFORD,Convenience Store,41.9673,-72.593582,,
1271919,Stop & Save Food Mart,585 Enfield St,,Enfield,CT,6082,2407,HARTFORD,Convenience Store,42.008003,-72.592857,,
570801,Stop & Shop 2605,54 Hazard Ave,Ste 1,Enfield,CT,6082,3865,HARTFORD,Supermarket,41.989643,-72.576653,,
810184,TARGET 1255,90 Elm St,Ste A,Enfield,CT,6082,3742,HARTFORD,Super Store,41.997768,-72.584885,,
1004130,T-ville Food Mart,98 Pearl St,,Enfield,CT,6082,3546,HARTFORD,Convenience Store,41.994953,-72.599106,,
813671,WALGREENS 09432,2 Shaker Rd,,Enfield,CT,6082,3112,HARTFORD,Other,42.001453,-72.565147,,
783973,Walgreens 19944,71 Palomba Dr,,Enfield,CT,6082,3801,HARTFORD,Other,41.990822,-72.571617,,
1413137,Xiddig Halal Market Llc No,80 Pearl St,,Enfield,CT,6082,3548,HARTFORD,Convenience Store,41.995827,-72.599464,,
1576728,Dollar General 30645,125 Westbrook Rd,Ste 2,Essex,CT,6426,1521,MIDDLESEX,Other,41.339729,-72.414108,,
749651,Walgreens 17767,125 Westbrook Rd,Ste 7,Essex,CT,6426,1521,MIDDLESEX,Other,41.340099,-72.414749,,
1460275,ALDI 73118,290 Tunxis Hill Rd,,Fairfield,CT,6825,4455,FAIRFIELD,Supermarket,41.176788,-73.228279,,
881486,BJ's Wholesale Club 31,40 Black Rock Tpke,,Fairfield,CT,6825,5507,FAIRFIELD,Super Store,41.161076,-73.230339,,
962434,Cumberland Farms 4739,975 Kings Hwy,,Fairfield,CT,6825,5450,FAIRFIELD,Convenience Store,41.166813,-73.233757,,
962463,Cumberland Farms Inc 4740,1101 Post Rd,,Fairfield,CT,6824,6005,FAIRFIELD,Convenience Store,41.144779,-73.252953,,
687654,CVS PHARMACY 133,698 Post Rd,,Fairfield,CT,6824,6247,FAIRFIELD,Other,41.147942,-73.247337,,
727990,CVS PHARMACY  1912,1968 Black Rock Tpke,,Fairfield,CT,6825,3543,FAIRFIELD,Other,41.180859,-73.249474,,
1027022,CVS Pharmacy 2151,1770 Kings Hwy,,Fairfield,CT,6824,5317,FAIRFIELD,Other,41.157223,-73.239822,,
398318,CVS PHARMACY  3373,961 Black Rock Tpke,,Fairfield,CT,6825,4702,FAIRFIELD,Other,41.171867,-73.235733,,
1387260,Fairfield Deli & Grill,170 Post Rd,,Fairfield,CT,6824,6262,FAIRFIELD,Convenience Store,41.151951,-73.239532,,
1328669,Gopinathji  Llc,2120 Black Rock Tpke,,Fairfield,CT,6825,3552,FAIRFIELD,Convenience Store,41.181557,-73.251465,,
1018617,Grade A Shoprite Of Fairfield LLC 399,1975 Black Rock Tpke,,Fairfield,CT,6825,3506,FAIRFIELD,Super Store,41.180813,-73.249626,,
933415,Rite Aid 10386,1619 Post Rd,,Fairfield,CT,6824,5910,FAIRFIELD,Other,41.140972,-73.260033,,
1526652,Sams Plus 231317,92 Post Rd,,Fairfield,CT,6824,6218,FAIRFIELD,Convenience Store,41.152874,-73.238586,,
1575977,Stop & Shop 650,1160 Kings Highway Cutoff,,Fairfield,CT,6824,5272,FAIRFIELD,Supermarket,41.151173,-73.245728,,
1559316,Stop & Shop 673,760A Villa Ave,,Fairfield,CT,6825,4835,FAIRFIELD,Supermarket,41.175816,-73.226997,,
646520,Trader Joe's 523,2258 Black Rock Tpke,,Fairfield,CT,6825,3219,FAIRFIELD,Supermarket,41.182419,-73.253685,,
1205364,Walgreens 16080,414 Kings Hwy E,,Fairfield,CT,6825,4846,FAIRFIELD,Other,41.17337,-73.228943,,
1507487,Wheels 180,2515 Black Rock Tpke,,Fairfield,CT,6825,2401,FAIRFIELD,Convenience Store,41.185047,-73.256844,,
1006853,Whole Foods Market 10317,350 Grasmere Ave,,Fairfield,CT,6824,6102,FAIRFIELD,Super Store,41.157192,-73.241844,,
1358029,AMG Retail I LLC 541,286 Main St,,Farmington,CT,6032,2961,HARTFORD,Convenience Store,41.707695,-72.84201,,
962468,Cumberland Farms Inc 4748,352 Scott Swamp Rd,,Farmington,CT,6032,3413,HARTFORD,Convenience Store,41.70248,-72.887779,,
890716,CVS Pharmacy 145,330 Main St,,Farmington,CT,6032,2961,HARTFORD,Other,41.703884,-72.843399,,
1403291,Farmington Farm Truck,303 Meadow Rd,,Farmington,CT,6032,2714,HARTFORD,Farmers and Markets,41.71994,-72.868546,,
1099315,GG Mart,1387 Farmington Ave,,Farmington,CT,6032,1240,HARTFORD,Convenience Store,41.743351,-72.859604,,
608300,HIGHLAND PARK MKT OF FARMINGTON,204 Main St,,Farmington,CT,6032,2959,HARTFORD,Super Store,41.712105,-72.838692,,
1471095,Sub Edge Farm,199 Town Farm Rd,,Farmington,CT,6032,1505,HARTFORD,Farmers and Markets,41.758045,-72.828903,,
1322806,Bestway Of Gales Ferry,1506 Route 12,,Gales Ferry,CT,6335,1838,NEW LONDON,Convenience Store,41.408928,-72.073692,,
1074068,CVS Pharmacy 556,1657 Route 12,,Gales Ferry,CT,6335,1533,NEW LONDON,Other,41.427597,-72.0821,,
1530098,Dollar General 24201,1682 Route 12,,Gales Ferry,CT,6335,1234,NEW LONDON,Other,41.430885,-72.081718,,
1257688,Dollar Tree 6353,1666 Route 12,,Gales Ferry,CT,6335,1534,NEW LONDON,Other,41.428188,-72.082169,,
1341356,Henny Penny- GALES FERRY 22,1673 Route 12,,Gales Ferry,CT,6335,1536,NEW LONDON,Convenience Store,41.430435,-72.082069,,
1031751,Ocean State Job Lot 301,1666 Route 12,,Gales Ferry,CT,6335,1534,NEW LONDON,Other,41.428188,-72.082169,,
962464,Cumberland Farms Inc 4741,2875 Main St,,Glastonbury,CT,6033,1030,HARTFORD,Convenience Store,41.721783,-72.614708,,
535369,CVS PHARMACY  459,2639 Main St,,Glastonbury,CT,6033,2023,HARTFORD,Other,41.71553,-72.611198,,
962686,CVS Pharmacy  5450,766 New London Tpke,,Glastonbury,CT,6033,3076,HARTFORD,Other,41.705139,-72.59391,,
1576037,Glastonbury Foodland,3041 Main St,,Glastonbury,CT,6033,1029,HARTFORD,Convenience Store,41.727234,-72.616829,,
1466463,Highland Park Market 9298037,1320 Manchester Rd,,Glastonbury,CT,6033,1857,HARTFORD,Other,41.715019,-72.52594,,
971175,Sams Food Store 1078,952 New London Tpke,,Glastonbury,CT,6033,3076,HARTFORD,Convenience Store,41.703655,-72.590553,,
229743,Stop & Shop 605,55 Oak St,,Glastonbury,CT,6033,2315,HARTFORD,Supermarket,41.706375,-72.593643,,
313375,Stop & Shop 631,215 Glastonbury Blvd,,Glastonbury,CT,6033,4408,HARTFORD,Supermarket,41.721207,-72.622353,,
1532099,TRADER JOE'S GLASTONBURY 586,400 Hebron Ave,,Glastonbury,CT,6033,2119,HARTFORD,Supermarket,41.713638,-72.599571,,
887375,Walgreens 02228,2900 Main St,,Glastonbury,CT,6033,1027,HARTFORD,Other,41.722538,-72.614784,,
959475,Walgreens 11533,1312 Manchester Rd,,Glastonbury,CT,6033,1824,HARTFORD,Other,41.714752,-72.526176,,
846182,Whole Foods Market 10336,55 Welles St,,Glastonbury,CT,6033,2047,HARTFORD,Super Store,41.713783,-72.608559,,
962465,Cumberland Farms Inc 4743,19 Hartford Ave,,Granby,CT,6035,2308,HARTFORD,Convenience Store,41.951515,-72.786667,,
962616,CVS Pharmacy  1202,20 Bank St,,Granby,CT,6035,2302,HARTFORD,Other,41.95295,-72.78524,,
343997,Geisslers Supermarket,9 Bank St,,Granby,CT,6035,2303,HARTFORD,Super Store,41.952843,-72.785156,,
373543,Stop & Shop 611,120 Salmon Brook St,,Granby,CT,6035,2604,HARTFORD,Supermarket,41.93541,-72.790588,,
1216433,Acme 2494,160 W Putnam Ave,,Greenwich,CT,6830,5344,FAIRFIELD,Supermarket,41.026863,-73.631218,,
498040,CVS PHARMACY  1280,99 Greenwich Ave,,Greenwich,CT,6830,5511,FAIRFIELD,Other,41.029369,-73.626396,,
1040703,CVS Pharmacy 6702,644 W Putnam Ave,,Greenwich,CT,6830,6008,FAIRFIELD,Other,41.016514,-73.648911,,
618547,Stop & Shop 616,161 West Putnam Ave,,Greenwich,CT,6830,5329,FAIRFIELD,Supermarket,41.026764,-73.631752,,
642772,Whole Foods Market 10057,90 E Putnam Ave,,Greenwich,CT,6830,5626,FAIRFIELD,Super Store,41.033146,-73.62458,,
1168869,Dollar General 15458,1151 Voluntown Rd,,Griswold,CT,6351,1621,NEW LONDON,Other,41.582832,-71.909882,,
852470,DOLLAR TREE 1593,461 Voluntown Rd,Ocean State Job Lot Plz Ste E,Griswold,CT,6351,2611,NEW LONDON,Other,41.592812,-71.969528,,
1033623,Ocean State Job Lot 320,461 Voluntown Rd,,Griswold,CT,6351,,NEW LONDON,Other,41.592812,-71.969528,,
1497286,5 Corners Market,81 Poquonnock Rd,,Groton,CT,6340,4430,NEW LONDON,Convenience Store,41.34676,-72.075859,,
1272733,ALDI 73052,688 Long Hill Rd,,Groton,CT,6340,4210,NEW LONDON,Supermarket,41.349915,-72.055725,,
1450842,Avery Market,2 Shennecossett Rd,,Groton,CT,6340,5138,NEW LONDON,Convenience Store,41.337387,-72.076393,,
499232,Big Y Supermarkets 61,995 Poquonnock Rd,,Groton,CT,6340,4257,NEW LONDON,Super Store,41.346294,-72.048126,,
1413419,City Of Groton Farmers Market At Washington Park,155 Meridian St,,Groton,CT,6340,4010,NEW LONDON,Farmers and Markets,41.356033,-72.073723,,
962431,Cumberland Farms 4689,273 Mitchell St,,Groton,CT,6340,4420,NEW LONDON,Convenience Store,41.349693,-72.076157,,
460479,CVS PHARMACY 377,915 Poquonnock Rd,,Groton,CT,6340,4257,NEW LONDON,Other,41.346687,-72.051247,,
1560131,Discount Food Box,88 Plaza Ct,,Groton,CT,6340,4223,NEW LONDON,Convenience Store,41.34866,-72.050812,,
1298826,DOLLAR GENERAL 19061,756 Long Hill Rd,,Groton,CT,6340,4273,NEW LONDON,Other,41.348507,-72.053886,,
1040685,Dollar Tree 4816,706 Long Hill Rd,,Groton,CT,6340,4269,NEW LONDON,Other,41.349258,-72.054825,,
1089036,Fort Hill Citgo,182 Fort Hill Rd,,Groton,CT,6340,4334,NEW LONDON,Convenience Store,41.347179,-72.021683,,
748672,Groton Mart,1004 Poquonnock Rd,,Groton,CT,6340,4208,NEW LONDON,Convenience Store,41.346409,-72.047829,,
1463057,Groton Town Stop,208 Route 12,,Groton,CT,6340,3431,NEW LONDON,Convenience Store,41.368252,-72.069618,,
1343106,Henny Penny-639 ROUTE 12 43,639 Route 12,,Groton,CT,6340,2949,NEW LONDON,Convenience Store,41.379276,-72.075874,,
1343097,Henny Penny-CENTER GROTON 36,1270 Gold Star Hwy,,Groton,CT,6340,2780,NEW LONDON,Convenience Store,41.382942,-72.026764,,
1343101,Henny Penny-FORT HILL 39,106 Fort Hill Rd,,Groton,CT,6340,4335,NEW LONDON,Convenience Store,41.346313,-72.028397,,
1343112,Henny Penny-ROUTE 12 54,294 Route 12,,Groton,CT,6340,2929,NEW LONDON,Convenience Store,41.370209,-72.071251,,
1557487,Mi Tienda Express,35 Fort Hill Rd,,Groton,CT,6340,4722,NEW LONDON,Convenience Store,41.345654,-72.034828,,
902052,New Asia Inc,505 Long Hill Rd,,Groton,CT,6340,,NEW LONDON,Grocery Store,41.353924,-72.059998,,
333016,New London Commissary 2226,40 Crystal Lake Rd,Bldg 617,Groton,CT,6349,2300,NEW LONDON,Supermarket,41.388172,-72.085815,,
1034545,Ocean State Job Lot 318,941 Poquonnock Rd,,Groton,CT,6340,4257,NEW LONDON,Other,41.346478,-72.050049,,
1366424,Raj Cash & Carry,764 Long Hill Rd,,Groton,CT,6340,4273,NEW LONDON,Other,41.347923,-72.053146,,
578783,Stop & Shop 682,220 Route 12,Ste 1,Groton,CT,6340,3414,NEW LONDON,Supermarket,41.368599,-72.070236,,
851871,Walgreens 07759,441 Long Hill Rd,,Groton,CT,6340,4149,NEW LONDON,Other,41.354713,-72.060501,,
540057,Walmart  2200,150 Gold Star Hwy,,Groton,CT,6340,3442,NEW LONDON,Super Store,41.367966,-72.064812,,
1389813,Wasu Market,160 North St,,Groton,CT,6340,3702,NEW LONDON,Convenience Store,41.357594,-72.076622,,
1603118,Benincasa Community Farm NAFMNP,2160 Durham Rd,,Guilford,CT,6437,1688,NEW HAVEN,Farmers and Markets,41.350571,-72.719398,,
554932,Big Y Supermarkets 55,830 Boston Post Rd,,Guilford,CT,6437,2701,NEW HAVEN,Super Store,41.288624,-72.678268,,
1094446,B .W. Bishop & Sons Inc/Bishop's Orchards,1355 Boston Post Rd,,Guilford,CT,6437,2399,NEW HAVEN,Other,41.289364,-72.694862,,
926213,CVS Pharmacy 1966,1057 Boston Post Rd,Ste 1,Guilford,CT,6437,2663,NEW HAVEN,Other,41.287739,-72.685524,,
982086,Dollar Tree 4521,880 Boston Post Rd,,Guilford,CT,6437,2701,NEW HAVEN,Other,41.288574,-72.678513,,
1278907,Guilford Xtra Mart 10007,1675 Boston Post Rd,,Guilford,CT,6437,2387,NEW HAVEN,Convenience Store,41.296085,-72.70295,,
1541029,Lakeside Farm Stand,31 Lake Dr,,Guilford,CT,6437,1168,NEW HAVEN,Specialty Store,41.379005,-72.704292,,
1216714,The Fresh Market 213,1919 Boston Post Rd,Ste 305,Guilford,CT,6437,4370,NEW HAVEN,Supermarket,41.299778,-72.706032,,
958458,Walgreens 01455,1116 Boston Post Rd,,Guilford,CT,6437,2624,NEW HAVEN,Other,41.287575,-72.687523,,
1514804,Cres Star Inc,1598 Saybrook Rd,,Haddam,CT,6438,1318,MIDDLESEX,Convenience Store,41.448292,-72.475388,,
1343785,Dollar General 19685,85 Bridge Rd,,Haddam,CT,6438,1354,MIDDLESEX,Other,41.449337,-72.472565,,
1202699,River Valley Provisions,95 Bridge Rd,,Haddam,CT,6438,1354,MIDDLESEX,Grocery Store,41.448936,-72.473145,,
443479,#1 FISH MARKET,2239 State St,,Hamden,CT,6517,3704,NEW HAVEN,Specialty Store,41.341862,-72.895401,,
1458543,7-eleven 33307b 33307,1795 Dixwell Ave,,Hamden,CT,6514,3143,NEW HAVEN,Convenience Store,41.360672,-72.924606,,
1317646,Aldi 73074,2300 Dixwell Ave,,Hamden,CT,6514,2108,NEW HAVEN,Supermarket,41.372116,-72.91748,,
1478161,Alltown Fresh Hamden 768,1941 Dixwell Ave,,Hamden,CT,6514,2402,NEW HAVEN,Convenience Store,41.363934,-72.922668,,
1320335,Amin Mini Market Llc,1150 Dixwell Ave,,Hamden,CT,6514,4732,NEW HAVEN,Convenience Store,41.344681,-72.934311,,
649934,B & B Grocery & Deli,1440 Dixwell Ave,,Hamden,CT,6514,4104,NEW HAVEN,Convenience Store,41.352287,-72.931137,,
1535988,Bd Food Mart,3394 Whitney Ave,,Hamden,CT,6518,1909,NEW HAVEN,Convenience Store,41.417686,-72.903694,,
