Record ID,Store Name,Store Street Address,Additional Address,City,State,Zip Code,Zip4,County,Store Type,Latitude,Longitude,Incentive Program,Grantee Name
1470522,New York Deli,351 Whalley Ave,,New Haven,CT,6511,3140,NEW HAVEN,Convenience Store,41.3176,-72.944267,,
1506004,Ninos Market,519 Ferry St,,New Haven,CT,6513,3064,NEW HAVEN,Convenience Store,41.313999,-72.896477,,
851729,Ninth Square Market,72 Orange St,,New Haven,CT,6510,3107,NEW HAVEN,Convenience Store,41.304607,-72.92498,,
1301021,Nur Grocery Inc,545 Ferry St,,New Haven,CT,6513,3054,NEW HAVEN,Convenience Store,41.31459,-72.896805,,
1587383,Nur Jahan Grocery Convenience Store,607-611 Washington Ave,Unit 2,New Haven,CT,6519,,NEW HAVEN,Convenience Store,41.294743,-72.938622,,
1513762,One Stop Grocery 0,385 Whalley Ave,Ste 1,New Haven,CT,6511,3017,NEW HAVEN,Convenience Store,41.318115,-72.945602,,
1279196,O & R Deli And Grocery,1379 Chapel St,,New Haven,CT,6511,4468,NEW HAVEN,Convenience Store,41.310616,-72.941116,,
1034915,Peoples Choice Deli,734 Dixwell Ave,,New Haven,CT,6511,1038,NEW HAVEN,Convenience Store,41.333103,-72.93557,,
1500919,Petals Market Llc,100 Ashmun St,,New Haven,CT,6511,3668,NEW HAVEN,Convenience Store,41.315655,-72.929291,,
1602001,Premium Mart,125 Foxon Blvd,,New Haven,CT,6513,2359,NEW HAVEN,Convenience Store,41.322311,-72.878944,,
1595318,Quality Market,70 Grand Ave,,New Haven,CT,6513,3997,NEW HAVEN,Convenience Store,41.309235,-72.890358,,
1453488,Quinnipiac Food Mart And Deli,1653 Quinnipiac Ave,,New Haven,CT,6513,1509,NEW HAVEN,Convenience Store,41.330933,-72.867409,,
1125697,RF Foodmart,180 Temple St,,New Haven,CT,6510,2616,NEW HAVEN,Convenience Store,41.306675,-72.926979,,
722194,R & M CORNER MARKET,39 Castle St,,New Haven,CT,6513,3010,NEW HAVEN,Convenience Store,41.312073,-72.902687,,
1536047,Rodeo Groceries,335 Grand Ave,,New Haven,CT,6513,3731,NEW HAVEN,Grocery Store,41.308834,-72.900658,,
1482445,Sams Food,285 Whalley Ave,,New Haven,CT,6511,3208,NEW HAVEN,Convenience Store,41.316948,-72.941895,,
730576,S B MART Convenience Store,411 Middletown Ave,,New Haven,CT,6513,1007,NEW HAVEN,Convenience Store,41.328117,-72.878052,,
1057036,Shang Hai Market LLC,365 Whalley Ave,,New Haven,CT,6511,3044,NEW HAVEN,Grocery Store,41.317665,-72.945114,,
1422704,Sharmin Convenience Store Llc,1562 Chapel St,,New Haven,CT,6511,4291,NEW HAVEN,Convenience Store,41.311932,-72.948257,,
1361457,Shelton Deli And Convenience Llc,13 Shelton Ave,,New Haven,CT,6511,1811,NEW HAVEN,Convenience Store,41.322781,-72.934509,,
1504945,Shja Inc,118 Grand Ave,,New Haven,CT,6513,3908,NEW HAVEN,Convenience Store,41.30901,-72.892014,,
1500939,Shop Smart Supermarket,284 Putnam St,,New Haven,CT,6519,2125,NEW HAVEN,Grocery Store,41.294701,-72.937843,,
357194,STATE FISH FARM MARKET,892 State St,,New Haven,CT,6511,3927,NEW HAVEN,Specialty Store,41.314236,-72.91201,,
995650,Stop & Shop 2633,150 Whalley Ave,Ste 1,New Haven,CT,6511,3250,NEW HAVEN,Supermarket,41.315006,-72.937859,,
261284,Stop & Shop 648,112 Amity Rd,,New Haven,CT,6515,1405,NEW HAVEN,Supermarket,41.33802,-72.979874,,
1542449,Sultan Market,120 Wilmot Rd,,New Haven,CT,6515,1007,NEW HAVEN,Convenience Store,41.342293,-72.957756,,
1014722,Super Star Market,96 Sylvan Ave,,New Haven,CT,6519,1021,NEW HAVEN,Convenience Store,41.304363,-72.942757,,
1207978,Super Stop Llc,241 Kimberly Ave,,New Haven,CT,6519,2828,NEW HAVEN,Convenience Store,41.286098,-72.936333,,
1420836,Tasfia Llc,36 Howe St,,New Haven,CT,6511,4606,NEW HAVEN,Convenience Store,41.308022,-72.936783,,
1552458,The Marketplace On The Farmington Canal NAFMNP,133 Hazel St,,New Haven,CT,6511,1838,NEW HAVEN,Farmers and Markets,41.328781,-72.931267,,
1437245,The Meat King Llc/ The Meat King Farm,664 Grand Ave,,New Haven,CT,6511,5098,NEW HAVEN,Supermarket,41.308376,-72.91275,,
1570500,The New B&K Grocery,597 Winchester Ave,,New Haven,CT,6511,1921,NEW HAVEN,Convenience Store,41.327984,-72.926605,,
1436493,Tommy Deli Grocery,1613 Chapel St,,New Haven,CT,6511,4206,NEW HAVEN,Convenience Store,41.312721,-72.950394,,
1316815,Valley Mart Llc,589 Valley St,,New Haven,CT,6515,1135,NEW HAVEN,Convenience Store,41.3386,-72.973419,,
395540,Victors Market Llc,491 Howard Ave,,New Haven,CT,6519,2116,NEW HAVEN,Convenience Store,41.294479,-72.933235,,
293018,Walgreens 03579,1471 Whalley Ave,,New Haven,CT,6515,1153,NEW HAVEN,Other,41.334354,-72.976402,,
751214,Walgreens 06914,87 Foxon St,,New Haven,CT,6513,2365,NEW HAVEN,Other,41.319756,-72.871735,,
594377,Walgreens 09785,436 Whalley Ave,,New Haven,CT,6511,3012,NEW HAVEN,Other,41.318466,-72.947639,,
515753,WALGREENS  6474,88 York St,,New Haven,CT,6511,5619,NEW HAVEN,Other,41.306164,-72.933327,,
1495485,Washington Ave Deli LLC.,599 Washington Ave,,New Haven,CT,6519,1932,NEW HAVEN,Convenience Store,41.295021,-72.938278,,
1347049,Westville Qulaity Market NA,243 Alden Ave,,New Haven,CT,6515,2111,NEW HAVEN,Convenience Store,41.322948,-72.964043,,
475620,Whalley Avenue Food Market Plus,538 Whalley Ave,,New Haven,CT,6511,2907,NEW HAVEN,Convenience Store,41.320267,-72.950867,,
1328242,Whalley Deli Grocery,161 Whalley Ave,,New Haven,CT,6511,3269,NEW HAVEN,Convenience Store,41.315014,-72.937752,,
1441553,Whalley Food Mart & Deli,533 Whalley Ave,,New Haven,CT,6511,2906,NEW HAVEN,Convenience Store,41.320419,-72.950592,,
1435674,Whalley Gas Sunoco 03,1570 Whalley Ave,,New Haven,CT,6515,1129,NEW HAVEN,Convenience Store,41.337646,-72.97702,,
1507404,Winchester Mart,265 Winchester Ave,,New Haven,CT,6511,3506,NEW HAVEN,Convenience Store,41.321362,-72.928581,,
1288572,Zn Corporation 1,158 Fitch St,,New Haven,CT,6515,1321,NEW HAVEN,Convenience Store,41.327515,-72.953857,,
608261,HAVEN FOOD STOP LLC,339 EASTERN STREET,,NEW HAVEN,CT,6513,,NEW HAVEN,Grocery Store,41.315449,-72.873009,,
1463550,7-eleven 11479a 11479,461 New Britain Ave,,Newington,CT,6111,4352,HARTFORD,Convenience Store,41.673256,-72.741585,,
1153204,7-Eleven 16126F,337 Willard Ave,,Newington,CT,6111,3815,HARTFORD,Convenience Store,41.710026,-72.736435,,
859389,ALDI 73065,2640 Berlin Tpke,,Newington,CT,6111,4111,HARTFORD,Supermarket,41.678974,-72.712563,,
1331150,AMG Retail I 510,2407 Berlin Tpke,,Newington,CT,6111,4106,HARTFORD,Convenience Store,41.68557,-72.7089,,
1224273,Big Lots 1660,3105 Berlin Tpke,,Newington,CT,6111,4620,HARTFORD,Other,41.664906,-72.720634,,
1454617,Cumberland Farms 4779,724 Cedar St,,Newington,CT,6111,1849,HARTFORD,Convenience Store,41.694199,-72.756599,,
659537,CVS PHARMACY  691,1181 Main St,,Newington,CT,6111,3033,HARTFORD,Other,41.695484,-72.722778,,
907191,Dollar Tree 4028,3079 Berlin Tpke,,Newington,CT,6111,4603,HARTFORD,Other,41.664833,-72.720711,,
1563560,DOLLARTREE 9526,40 Cedar St,,Newington,CT,6111,2613,HARTFORD,Other,41.6982,-72.725731,,
1518712,Eagle's Nest,4 Hartford Ave,,Newington,CT,6111,2024,HARTFORD,Convenience Store,41.712528,-72.726059,,
906459,Family Dollar Store 3210,733 New Britain Ave,,Newington,CT,6111,4351,HARTFORD,Other,41.672363,-72.75248,,
1614510,Fas Mart 302,194 Kelsey St,,Newington,CT,6111,5418,CAPITOL,Convenience Store,41.6544,-72.749214,,
1570633,Mediterranean Market,285 Main St,,Newington,CT,6111,1407,HARTFORD,Grocery Store,41.712669,-72.726723,,
1267193,Newington Food Land,60 Walsh Ave,,Newington,CT,6111,2847,HARTFORD,Convenience Store,41.69569,-72.723869,,
705098,NEWINGTON MEAT CENTER,847 Main St,,Newington,CT,6111,2471,HARTFORD,Grocery Store,41.700264,-72.724556,,
1444369,Nigeria Foods Market,2186 Berlin Tpke,,Newington,CT,6111,3210,HARTFORD,Grocery Store,41.692989,-72.704971,,
1493286,Prestige Quality Llc 8606658288,749 New Britain Ave,,Newington,CT,6111,4351,HARTFORD,Grocery Store,41.672184,-72.753433,,
742915,Price Chopper Newington 209,2985 Berlin Tpke,,Newington,CT,6111,4601,HARTFORD,Supermarket,41.667255,-72.719353,,
905756,Sam's Club 6636,3465 Berlin Tpke,,Newington,CT,6111,5106,HARTFORD,Super Store,41.652451,-72.727501,,
815450,Stew Leonards of Newington 4,3475 Berlin Tpke,,Newington,CT,6111,5106,HARTFORD,Super Store,41.650688,-72.728432,,
943891,Stop & Shop 2613,206 Kitts Ln,,Newington,CT,6111,4250,HARTFORD,Supermarket,41.681004,-72.709213,,
566403,Stop & Shop 630,44 Fenn Rd,,Newington,CT,6111,2244,HARTFORD,Supermarket,41.697109,-72.756653,,
899438,Target 1802,3265 Berlin Tpke,,Newington,CT,6111,5101,HARTFORD,Super Store,41.659386,-72.723686,,
900604,Walgreens 07047,2920 Berlin Tpke,,Newington,CT,6111,4116,HARTFORD,Other,41.669506,-72.717819,,
327639,Walmart 2965,3164 Berlin Tpke,,Newington,CT,6111,4627,HARTFORD,Super Store,41.662582,-72.721619,,
1514095,Your Store Deli & Breakfast Corp,137 Kelsey St,,Newington,CT,6111,5498,HARTFORD,Convenience Store,41.653828,-72.746574,,
1375925,Adams Express,447 Williams St,,New London,CT,6320,5829,NEW LONDON,Convenience Store,41.367207,-72.102303,,
1461739,Bestway,4 Ocean Ave,,New London,CT,6320,3414,NEW LONDON,Convenience Store,41.348549,-72.106735,,
1549176,Bestway Of Colman Inc,715 Colman St,,New London,CT,6320,2605,NEW LONDON,Convenience Store,41.370544,-72.114441,,
359782,CUMBERLAND FARMS  4637,215 Montauk Ave,,New London,CT,6320,4824,NEW LONDON,Convenience Store,41.341602,-72.105354,,
579902,CVS PHARMACY 1080,817 Bank St,,New London,CT,6320,3503,NEW LONDON,Other,41.348747,-72.107254,,
1119482,DOLLAR GENERAL 15074,478 Colman St,,New London,CT,6320,3739,NEW LONDON,Other,41.362904,-72.116249,,
1344472,Family Dollar 12286,280 Broad St,,New London,CT,6320,5227,NEW LONDON,Other,41.360916,-72.109512,,
950960,Family Dollar Store 3959,48 Ocean Ave,,New London,CT,6320,3414,NEW LONDON,Other,41.346935,-72.107048,,
1565493,Fatima Ah Llc,259 State St,,New London,CT,6320,6312,NEW LONDON,Convenience Store,41.35495,-72.097717,,
871521,Fiddleheads Natural Food Coop,13 Broad St,,New London,CT,6320,5901,NEW LONDON,Farmers and Markets,41.355843,-72.099937,,
249335,FRONTAGE ROAD FOOD CORP,332 S Frontage Rd,,New London,CT,6320,2608,NEW LONDON,Super Store,41.369179,-72.118439,,
1385256,H & H Family Mart 1,84 Broad St,,New London,CT,6320,5925,NEW LONDON,Convenience Store,41.357571,-72.10215,,
1547034,Honey Bee Farms,615 Broad St,,New London,CT,6320,2544,NEW LONDON,Convenience Store,41.366531,-72.122955,,
1539080,Honey Bee Farms,298 Bank St,,New London,CT,6320,5524,NEW LONDON,Convenience Store,41.35096,-72.097603,,
1538998,Honeybee Foodmart,224 State St,,New London,CT,6320,6305,NEW LONDON,Convenience Store,41.354527,-72.097397,,
1285534,H&T Mini Mart,1 Ocean Ave,,New London,CT,6320,3447,NEW LONDON,Grocery Store,41.348618,-72.107224,,
1602991,Orchard St Snacks,153 Bank St,Ste 101A,New London,CT,6320,6078,NEW LONDON,Convenience Store,41.352524,-72.095863,,
1042208,Pay Rite,440 Ocean Ave,Apt 1,New London,CT,6320,4542,NEW LONDON,Convenience Store,41.334431,-72.10463,,
535837,PS-PEZZELLO BROS FRUIT & PRO INC,148 Jefferson Ave,,New London,CT,6320,5102,NEW LONDON,Grocery Store,41.353512,-72.110237,,
679907,SAM'S FOOD STORE 1021,485 Ocean Ave,,New London,CT,6320,4502,NEW LONDON,Convenience Store,41.332771,-72.104225,,
1334017,Shazan Inc,268 Bank St,,New London,CT,6320,6043,NEW LONDON,Convenience Store,41.351334,-72.097305,,
571492,SHOP RITE,351 N Frontage Rd,354,New London,CT,6320,2628,NEW LONDON,Super Store,41.370502,-72.120163,,
1491113,Super Fiesta Market,83 Mountain Ave,,New London,CT,6320,5623,NEW LONDON,Convenience Store,41.354721,-72.104263,,
848286,Walgreens 10483,698 Bank St,,New London,CT,6320,5040,NEW LONDON,Other,41.349342,-72.104843,,
1529007,Wasu Market,525 Bank St,,New London,CT,6320,5001,NEW LONDON,Convenience Store,41.350422,-72.10173,,
1599192,Wasu Market NO,197 Colman St,,New London,CT,6320,3603,NEW LONDON,Convenience Store,41.353554,-72.113327,,
1463690,7-eleven 39320a 39320,291 Danbury Rd,,New Milford,CT,6776,7317,LITCHFIELD,Convenience Store,41.53841,-73.421669,,
1020993,ALDI 73058,125 Danbury Rd,,New Milford,CT,6776,3413,LITCHFIELD,Supermarket,41.556461,-73.417175,,
1331229,AMG Retail I 564,4 East St,,New Milford,CT,6776,3014,LITCHFIELD,Convenience Store,41.577087,-73.408493,,
1193470,Big Lots 5245,169 Danbury Rd,,New Milford,CT,6776,,LITCHFIELD,Other,41.551495,-73.417213,,
522374,Big Y Supermarkets 56,1 Kent Rd,,New Milford,CT,6776,3405,LITCHFIELD,Super Store,41.574955,-73.418533,,
1439913,Clatter Valley Farm,200 Kent Rd,,New Milford,CT,6776,5520,LITCHFIELD,Farmers and Markets,41.578205,-73.437851,,
1294732,Cumberland Farms 4769,376 Danbury Rd,,New Milford,CT,6776,4316,LITCHFIELD,Convenience Store,41.529079,-73.42347,,
663862,CVS PHARMACY 822,40 East St,,New Milford,CT,6776,3014,LITCHFIELD,Other,41.579315,-73.408577,,
860821,DOLLAR TREE 3520,170 Danbury Rd,,New Milford,CT,6776,4328,LITCHFIELD,Other,41.550514,-73.417946,,
1316143,Fort Hill Farm NAFMNP,18 Fort Hill Rd,,New Milford,CT,6776,3306,LITCHFIELD,Farmers and Markets,41.577065,-73.425896,,
1471011,Made In Brazil Grocery And Butcher Shop,221 Danbury Rd,Ste E,New Milford,CT,6776,4354,LITCHFIELD,Grocery Store,41.545696,-73.42038,,
1235308,New Milford Farmers Market,Main Street,"New Milford Green, North End",New Milford,CT,6776,,LITCHFIELD,Farmers and Markets,41.576923,-73.410446,,
440076,Northville Market Inc,301 Litchfield Rd,,New Milford,CT,6776,2024,LITCHFIELD,Super Store,41.631489,-73.39283,,
245341,Stop & Shop 683,180 Danbury Rd,,New Milford,CT,6776,4328,LITCHFIELD,Supermarket,41.549332,-73.418732,,
784418,Walgreens 19560,173 Danbury Rd,,New Milford,CT,6776,4309,LITCHFIELD,Other,41.550423,-73.417892,,
344052,Walmart  3546,164 Danbury Rd,,New Milford,CT,6776,4332,LITCHFIELD,Super Store,41.551289,-73.417419,,
276427,Big Y Supermarkets 49,6 Queen St,Ste 6,Newtown,CT,6470,2146,FAIRFIELD,Super Store,41.413109,-73.303192,,
864429,Caraluzzis Newtown Market,5 Queen St,,Newtown,CT,6470,2121,FAIRFIELD,Super Store,41.41328,-73.303154,,
336724,CVS PHARMACY 1897,6 Queen St,Ste 5,Newtown,CT,6470,2146,FAIRFIELD,Other,41.413109,-73.303192,,
418782,Stop & Shop 636,228A S Main St,,Newtown,CT,6470,2745,FAIRFIELD,Supermarket,41.375202,-73.27198,,
1012092,Walgreens 12315,49 S Main St,,Newtown,CT,6470,2141,FAIRFIELD,Other,41.401978,-73.297287,,
1544226,AMG 169,326 Main St,,Niantic,CT,6357,3102,NEW LONDON,Convenience Store,41.322601,-72.195549,,
926196,CVS Pharmacy 1152,58 Pennsylvania Ave,Ste 2,Niantic,CT,6357,9991,NEW LONDON,Other,41.325596,-72.193016,,
1289066,Dollar General 17503,9 Indian Wood Rd,,Niantic,CT,6357,1022,NEW LONDON,Other,41.318035,-72.22477,,
1083950,Food Bag Citgo Quik Mart 548,202 Flanders Rd,,Niantic,CT,6357,1201,NEW LONDON,Convenience Store,41.352425,-72.210449,,
1341353,Henny Peeny-EAST LYME 21,168 W Main St,,Niantic,CT,6357,1019,NEW LONDON,Convenience Store,41.318615,-72.227188,,
842227,Big Y World Class Market 87,1289 Foxon Rd,CT-80,North Branford,CT,6471,1289,NEW HAVEN,Super Store,41.326214,-72.779343,,
1253571,Dollar General 17053,1111 Foxon Rd,,North Branford,CT,6471,1288,NEW HAVEN,Other,41.328163,-72.783043,,
1095136,North Branford Xpressmart LLC,1975 Foxon Rd,,North Branford,CT,6471,1509,NEW HAVEN,Convenience Store,41.333023,-72.75901,,
792533,Stop & Shop 677,11 E Main St,,North Canaan,CT,6018,2509,LITCHFIELD,Supermarket,42.024147,-73.323708,,
1154232,Cecarelli Farms LLC,186 Old Post Rd,,Northford,CT,6472,1068,NEW HAVEN,Farmers and Markets,41.404888,-72.785393,,
1244715,Rabbie's Sip And Zip,1872 Middletown Ave,,Northford,CT,6472,1143,NEW HAVEN,Convenience Store,41.411968,-72.760696,,
933408,Rite Aid 10372,1395 Middletown Ave,,Northford,CT,6472,1395,NEW HAVEN,Other,41.393059,-72.79184,,
1549564,Dollar General 24057,99 Route 32,,North Franklin,CT,6254,1818,NEW LONDON,Other,41.574841,-72.130478,,
894951,Express Lane Food,96 Route 32,,North Franklin,CT,6254,1810,NEW LONDON,Convenience Store,41.574242,-72.131905,,
1241826,Dollar General 16230,706 Riverside Dr,,North Grosvenordale,CT,6255,1729,WINDHAM,Other,41.972775,-71.896744,,
1371417,Riverside Food Mart,854 Riverside Dr,,North Grosvenordale,CT,6255,1729,WINDHAM,Convenience Store,41.981499,-71.898224,,
1352820,Sunny Market 1,861 Riverside Dr,,North Grosvenordale,CT,6255,1728,WINDHAM,Convenience Store,41.981644,-71.897423,,
1358023,AMG Retail I LLC 74,490 Washington Ave,,North Haven,CT,6473,1313,NEW HAVEN,Convenience Store,41.414558,-72.841118,,
1315593,Bd Ventures Llc,414 State St,,North Haven,CT,6473,3037,NEW HAVEN,Convenience Store,41.364754,-72.887474,,
1293016,Big Lots 5144,380 Universal Dr N,,North Haven,CT,6473,3163,NEW HAVEN,Other,41.35598,-72.871933,,
1586190,Big Y Express 139,342 Washington Ave,,North Haven,CT,6473,1318,NEW HAVEN,Convenience Store,41.405819,-72.845581,,
365898,Big Y Supermarkets 77,345 Washington Ave,,North Haven,CT,6473,1307,NEW HAVEN,Super Store,41.406986,-72.845291,,
881632,BJ's Wholesale Club 93,555 Universal Dr N,,North Haven,CT,6473,3142,NEW HAVEN,Super Store,41.358112,-72.871887,,
1338705,Charlie's Meat Market,139 Middletown Ave,,North Haven,CT,6473,3931,NEW HAVEN,Grocery Store,41.342674,-72.860428,,
1209084,Cumberland Farms 4759,249 State St,,North Haven,CT,6473,2131,NEW HAVEN,Convenience Store,41.3773,-72.882309,,
905464,CVS Pharmacy 692,162 Washington Ave,,North Haven,CT,6473,1711,NEW HAVEN,Other,41.398174,-72.852997,,
1077079,DB Mart,224 Quinnipiac Ave,,North Haven,CT,6473,3626,NEW HAVEN,Convenience Store,41.350201,-72.862015,,
920549,Dollar Tree 4193,402 Universal Dr N,,North Haven,CT,6473,3174,NEW HAVEN,Other,41.356266,-72.871994,,
1441116,Ferraro's Market,210 Universal Dr,,North Haven,CT,6473,3630,NEW HAVEN,Super Store,41.349609,-72.869095,,
1122757,Hello Mart,88 Quinnipiac Ave,,North Haven,CT,6473,3622,NEW HAVEN,Convenience Store,41.34108,-72.86338,,
838670,Krauszers Food Store,59 Middletown Ave,,North Haven,CT,6473,3926,NEW HAVEN,Convenience Store,41.338402,-72.865562,,
1381131,North Haven Gas Inc,276 Washington Ave,,North Haven,CT,6473,1306,NEW HAVEN,Convenience Store,41.4021,-72.848404,,
1278909,North Haven Xtra Mart 10065,641 Washington Ave,,North Haven,CT,6473,1134,NEW HAVEN,Convenience Store,41.42194,-72.8396,,
727103,Stop & Shop 694,79 Washington Ave,,North Haven,CT,6473,1704,NEW HAVEN,Supermarket,41.392879,-72.858452,,
784148,TARGET 1916,200 Universal Dr N,,North Haven,CT,6473,3156,NEW HAVEN,Super Store,41.355759,-72.871902,,
832360,WALGREENS 09071,49 Washington Ave,,North Haven,CT,6473,1704,NEW HAVEN,Other,41.392212,-72.858879,,
1337589,DOLLAR GENERAL 19450,330 Clarks Falls Rd,,North Stonington,CT,6359,1706,NEW LONDON,Other,41.437939,-71.797539,,
1499326,Terra Firma Farm NAFMNP,564 Norwich Westerly Rd,,North Stonington,CT,6359,1212,NEW LONDON,Farmers and Markets,41.470203,-71.912041,,
889031,ALDI 73048,332 Boston Post Rd,,North Windham,CT,6256,1008,WINDHAM,Supermarket,41.739201,-72.179192,,
1310958,Bashrat Ali Dba Mi Store,292 Boston Post Rd,,North Windham,CT,6256,1008,WINDHAM,Convenience Store,41.73756,-72.180908,,
1046977,Oriental Groceries,327 Boston Post Rd,,North Windham,CT,6256,1009,WINDHAM,Other,41.7393,-72.179817,,
506882,Walmart SUPERCENTER 2022,474 Boston Post Rd,,North Windham,CT,6256,1052,WINDHAM,Super Store,41.744518,-72.170372,,
963220,7 Eleven 39381A,247 Main Ave,,Norwalk,CT,6851,6103,FAIRFIELD,Convenience Store,41.131748,-73.423752,,
1579133,Angel Mini Market,70 Cedar St,,Norwalk,CT,6854,5134,FAIRFIELD,Grocery Store,41.10376,-73.426155,,
859795,Brothers MJ Grocery,9 Bouton St,,Norwalk,CT,6854,,FAIRFIELD,Convenience Store,41.092304,-73.425873,,
1349068,Cibao Deli & Grocery,39 Harbor Ave,,Norwalk,CT,6850,4244,FAIRFIELD,Grocery Store,41.111691,-73.412331,,
801896,City Supermarket,717 West Ave,,Norwalk,CT,6850,3301,FAIRFIELD,Super Store,41.115875,-73.414299,,
923657,Costco Wholesale 0324,779 Connecticut Ave,,Norwalk,CT,6854,1615,FAIRFIELD,Super Store,41.092747,-73.452347,,
1515128,Cranbury Supermarket,343 Newtown Ave,,Norwalk,CT,6851,2537,FAIRFIELD,Supermarket,41.146805,-73.3946,,
665653,CRESPO AND SONS,81 Woodward Ave,,Norwalk,CT,6854,4525,FAIRFIELD,Convenience Store,41.089684,-73.415855,,
310558,CRESPO GROCERY,160 S Main St,,Norwalk,CT,6854,4433,FAIRFIELD,Convenience Store,41.089355,-73.419868,,
1230642,Ct Ave Gas Station Llc/Ct Ave Gas Station Llc,128 Connecticut Ave,,Norwalk,CT,6854,1928,FAIRFIELD,Convenience Store,41.105255,-73.42894,,
962449,Cumberland Farms Inc 4658,136 Main St,,Norwalk,CT,6851,3727,FAIRFIELD,Convenience Store,41.124226,-73.416161,,
1116696,CVS 7856,281 Connecticut Ave,,Norwalk,CT,6854,,FAIRFIELD,Other,41.102734,-73.43531,,
392993,CVS PHARMACY  1149,696 West Ave,,Norwalk,CT,6850,3302,FAIRFIELD,Other,41.115204,-73.415115,,
662652,CVS PHARMACY  1154,6 Willard Rd,,Norwalk,CT,6851,4414,FAIRFIELD,Other,41.127262,-73.387642,,
648579,CVS PHARMACY 854,327 Main Ave,,Norwalk,CT,6851,6156,FAIRFIELD,Other,41.136868,-73.425011,,
708421,DEFLORIO'S VARIETY,115 Ely Ave,,Norwalk,CT,6854,2965,FAIRFIELD,Grocery Store,41.092587,-73.424286,,
836092,Dollar Tree 3794,330 Connecticut Ave,Ste 7,Norwalk,CT,6854,1821,FAIRFIELD,Other,41.101837,-73.437683,,
1125825,East Ave Gas Station,227 East Ave,,Norwalk,CT,6855,1901,FAIRFIELD,Convenience Store,41.103455,-73.40374,,
1105420,El Mercadito Grocery,33 Bouton St,,Norwalk,CT,6854,3551,FAIRFIELD,Convenience Store,41.091061,-73.427124,,
1456782,Fcc Of Norwalk Inc Farmers Market 0504304,3 Lewis St,,Norwalk,CT,6851,4704,FAIRFIELD,Farmers and Markets,41.119133,-73.408432,,
1530553,Gomez Mini Market,161 W Cedar St,,Norwalk,CT,6854,1903,FAIRFIELD,Convenience Store,41.104279,-73.435608,,
650590,GRADE A SHOPRITE 394,360 Connecticut Ave,,Norwalk,CT,6854,1824,FAIRFIELD,Super Store,41.102142,-73.440941,,
1110141,In and Out Variety,178 Main St,,Norwalk,CT,6851,3617,FAIRFIELD,Convenience Store,41.126236,-73.420372,,
1239660,J & M Variety,520 West Ave,,Norwalk,CT,6850,4034,FAIRFIELD,Convenience Store,41.112206,-73.416626,,
485143,La Mexicana Grocery,59 Ely Ave,,Norwalk,CT,6854,2965,FAIRFIELD,Grocery Store,41.093216,-73.423744,,
1566226,La Michoacana Meat Market,251 Ely Ave,,Norwalk,CT,6854,4205,FAIRFIELD,Convenience Store,41.08519,-73.425766,,
1535713,La Placita Grocery,189 Main St,,Norwalk,CT,6851,3607,FAIRFIELD,Grocery Store,41.126408,-73.421471,,
1422457,Made In Ussr na,102 Wall St,,Norwalk,CT,6850,3405,FAIRFIELD,Other,41.11718,-73.414185,,
1328244,North Main Convenince,48 N Main St,,Norwalk,CT,6854,2716,FAIRFIELD,Convenience Store,41.100006,-73.418922,,
1103122,Norwalk Food Corp/C-Town Supermarket,5 Washington St,,Norwalk,CT,6854,2704,FAIRFIELD,Super Store,41.099129,-73.421165,,
1275859,Norwalk Halal Meat Market,60 Connecticut Ave,,Norwalk,CT,6850,3530,FAIRFIELD,Other,41.107418,-73.422417,,
983769,Patel Brothers,330 Connecticut Ave,Ste 1,Norwalk,CT,6854,1821,FAIRFIELD,Super Store,41.101837,-73.437683,,
1501380,Prj Mart Corp,224 Connecticut Ave,,Norwalk,CT,6854,1905,FAIRFIELD,Convenience Store,41.103825,-73.433716,,
1278371,Produce Market,235 Main St,Ste 7,Norwalk,CT,6851,2720,FAIRFIELD,Grocery Store,41.130573,-73.423347,,
784412,RITE AID 3440,190 East Ave,,Norwalk,CT,6855,1112,FAIRFIELD,Other,41.107189,-73.40554,,
1485143,Sono Market NO,23 West Ave,,Norwalk,CT,6854,2208,FAIRFIELD,Grocery Store,41.102795,-73.419319,,
1275449,South Main Grocery And Deli,58 S Main St,,Norwalk,CT,6854,2933,FAIRFIELD,Convenience Store,41.097538,-73.418861,,
1465631,Stew Leonard's 1,100 Westport Ave,,Norwalk,CT,6851,3999,FAIRFIELD,Super Store,41.122715,-73.402992,,
592223,Stop & Shop 640,385 Connecticut Ave,,Norwalk,CT,6854,1805,FAIRFIELD,Supermarket,41.100784,-73.440063,,
282855,Stop & Shop 662,380 Main Ave,Ste 1,Norwalk,CT,6851,1545,FAIRFIELD,Supermarket,41.140789,-73.425789,,
905613,Walgreens 06308,55 Westport Ave,Ste 4,Norwalk,CT,6851,3931,FAIRFIELD,Other,41.121746,-73.40464,,
866457,Walgreens 10058,235 Main St,,Norwalk,CT,6851,,FAIRFIELD,Other,41.130409,-73.423302,,
881976,Walgreens 10177,54 West Ave,,Norwalk,CT,6854,2225,FAIRFIELD,Other,41.10379,-73.419861,,
670977,Walmart 2954,650 Main Ave,,Norwalk,CT,6851,1126,FAIRFIELD,Super Store,41.15955,-73.419273,,
608238,WEST CEDAR GROCERY,155 W Cedar St,,Norwalk,CT,6854,1912,FAIRFIELD,Convenience Store,41.104355,-73.435036,,
